customerID,Churn_Probability,Risk_Label,tenure,MonthlyCharges,TotalCharges,Segment,CLV_Enhanced,CLV_Tier,Churn,Priority,Retention_Strategy
0519-DRGTI,0.1397,Low Risk,20,20.35,442.6,Inactive,147.53,Low Value,No,Low,No Action Needed
1017-FBQMM,0.2196,Low Risk,62,106.05,6703.5,Champions,6703.5,Premium,No,Low,No Action Needed
3001-CBHLQ,0.8011,High Risk,32,104.9,3351.55,Champions,3072.25,Premium,Yes,Critical,Personal Relationship Manager
1985-MBRYP,0.0337,Low Risk,43,19.65,779.25,Inactive,324.69,Medium Value,No,Low,No Action Needed
6158-DWPZT,0.3761,Low Risk,9,24.1,259.8,Inactive,64.95,Low Value,Yes,Low,No Action Needed
9372-TXXPS,0.0182,Low Risk,60,59.85,3483.45,Loyal Customers,2612.59,High Value,No,Low,No Action Needed
3259-QMXUN,0.0985,Low Risk,58,86.1,4890.5,Champions,4482.96,Premium,No,Low,No Action Needed
1015-JPFYW,0.0715,Low Risk,7,19.45,136.75,Inactive,34.19,Low Value,No,Low,No Action Needed
6645-MXQJT,0.7714,High Risk,2,97.1,184.15,Loyal Customers,122.77,Low Value,No,High,Email Campaign
4360-QRAVE,0.5226,Medium Risk,37,36.65,1315.0,At Risk,767.08,Medium Value,No,Medium,SMS Reminder
8433-WPJTV,0.2603,Low Risk,65,103.9,6767.1,Champions,6767.1,Premium,No,Low,No Action Needed
5804-JMYIO,0.0308,Low Risk,39,19.75,757.95,Inactive,315.81,Medium Value,No,Low,No Action Needed
3763-GCZHZ,0.6622,Medium Risk,66,104.05,6890.0,Champions,6890.0,Premium,Yes,High,Loyalty Reward
6484-LATFU,0.0159,Low Risk,68,24.55,1657.4,At Risk,966.82,High Value,No,Low,No Action Needed
7599-NTMDP,0.0164,Low Risk,62,48.7,3008.55,Loyal Customers,2256.41,High Value,No,Low,No Action Needed
0772-GYEQQ,0.8249,High Risk,3,88.35,262.05,At Risk,152.86,Low Value,Yes,High,Email Campaign
0536-ACXIP,0.027,Low Risk,72,109.55,8165.1,Champions,8165.1,Premium,No,Low,No Action Needed
0936-NQLJU,0.021,Low Risk,41,20.65,875.55,Inactive,364.81,Medium Value,No,Low,No Action Needed
4831-EOBFE,0.5295,Medium Risk,29,94.65,2649.15,Loyal Customers,1986.86,High Value,Yes,High,Loyalty Reward
1575-KRZZE,0.4857,Medium Risk,4,55.2,220.65,Inactive,91.94,Low Value,No,Medium,SMS Reminder
3251-YMVWZ,0.1107,Low Risk,53,24.05,1301.9,At Risk,650.95,Medium Value,No,Low,No Action Needed
4102-OQUPX,0.9501,High Risk,1,74.4,74.4,At Risk,37.2,Low Value,Yes,High,Email Campaign
9170-GYZJC,0.2551,Low Risk,41,79.9,3326.2,Champions,2771.83,High Value,Yes,Low,No Action Needed
4884-LEVMQ,0.024,Low Risk,39,20.45,790.0,Inactive,329.17,Medium Value,No,Low,No Action Needed
8857-CUPFQ,0.0075,Low Risk,63,19.25,1237.65,At Risk,618.83,Medium Value,No,Low,No Action Needed
7610-TVOPG,0.4102,Medium Risk,15,26.35,378.6,Inactive,157.75,Low Value,No,Medium,SMS Reminder
3638-DIMPH,0.1862,Low Risk,13,43.8,592.65,Inactive,246.94,Medium Value,No,Low,No Action Needed
1845-ZLLIG,0.7708,High Risk,1,50.15,50.15,Inactive,20.9,Low Value,No,High,Email Campaign
8559-WNQZS,0.0509,Low Risk,1,20.45,20.45,Inactive,5.11,Low Value,No,Low,No Action Needed
3999-QGRJH,0.7813,High Risk,8,69.7,560.85,Inactive,186.95,Medium Value,Yes,High,Discount Offer
1699-UOTXU,0.0544,Low Risk,60,61.4,3638.25,Loyal Customers,2728.69,High Value,No,Low,No Action Needed
2454-RPBRZ,0.9228,High Risk,12,98.1,1060.2,Loyal Customers,795.15,Medium Value,Yes,High,Discount Offer
0635-WKOLD,0.107,Low Risk,40,70.75,2921.75,Loyal Customers,2191.31,High Value,No,Low,No Action Needed
5993-JSUWV,0.0335,Low Risk,66,61.15,4017.45,Loyal Customers,3013.09,Premium,No,Low,No Action Needed
4518-FZBSX,0.0355,Low Risk,42,20.25,854.9,Inactive,356.21,Medium Value,No,Low,No Action Needed
5387-ASZNZ,0.1166,Low Risk,66,63.85,4174.35,Loyal Customers,3130.76,Premium,No,Low,No Action Needed
6988-CJEYV,0.6119,Medium Risk,49,98.7,4920.55,Champions,4100.46,Premium,No,High,Loyalty Reward
2002-MZHWP,0.5638,Medium Risk,1,20.5,20.5,Inactive,5.12,Low Value,Yes,Medium,SMS Reminder
3097-FQTVJ,0.0218,Low Risk,41,20.0,810.3,Inactive,337.62,Medium Value,No,Low,No Action Needed
5465-BUBFA,0.0258,Low Risk,41,19.3,772.4,Inactive,321.83,Medium Value,No,Low,No Action Needed
7299-GNVPL,0.4087,Medium Risk,23,84.4,1936.85,Loyal Customers,1291.23,High Value,No,High,Loyalty Reward
9743-DQKQW,0.7891,High Risk,3,25.1,79.8,Inactive,19.95,Low Value,No,High,Email Campaign
1215-VFYVK,0.615,Medium Risk,4,48.25,202.25,At Risk,101.12,Low Value,No,Medium,SMS Reminder
9371-BITHB,0.0394,Low Risk,52,19.85,1070.5,Inactive,446.04,Medium Value,No,Low,No Action Needed
2265-CYWIV,0.9046,High Risk,4,99.6,347.65,Loyal Customers,231.77,Medium Value,Yes,High,Discount Offer
9093-FPDLG,0.7324,High Risk,11,94.2,999.9,Loyal Customers,749.92,Medium Value,No,High,Discount Offer
0541-FITGH,0.5702,Medium Risk,2,62.15,113.1,Inactive,47.12,Low Value,No,Medium,SMS Reminder
6985-HAYWX,0.4117,Medium Risk,26,79.3,2015.8,At Risk,1175.88,High Value,No,High,Loyalty Reward
7508-KBIMB,0.1245,Low Risk,24,56.25,1454.25,At Risk,727.12,Medium Value,No,Low,No Action Needed
6838-HVLXG,0.2183,Low Risk,12,20.3,246.7,Inactive,82.23,Low Value,No,Low,No Action Needed
2277-DJJDL,0.5127,Medium Risk,60,99.0,6017.9,Champions,5516.41,Premium,No,High,Loyalty Reward
1897-OKVMW,0.0147,Low Risk,64,90.6,5817.45,Champions,5817.45,Premium,No,Low,No Action Needed
5485-ITNPC,0.0269,Low Risk,66,85.9,5595.3,Champions,5129.02,Premium,No,Low,No Action Needed
0233-FTHAV,0.0805,Low Risk,60,79.2,4765.0,Loyal Customers,3573.75,Premium,No,Low,No Action Needed
4644-PIZRT,0.1669,Low Risk,17,70.35,1201.65,At Risk,700.96,Medium Value,No,Low,No Action Needed
8922-NPKBJ,0.0438,Low Risk,42,19.35,867.3,Inactive,361.38,Medium Value,No,Low,No Action Needed
2740-TVLFN,0.7169,High Risk,1,50.15,50.15,Inactive,20.9,Low Value,No,High,Email Campaign
7771-CFQRQ,0.031,Low Risk,47,63.8,3007.25,Loyal Customers,2004.83,High Value,No,Low,No Action Needed
9512-PHSMG,0.1947,Low Risk,10,20.55,252.75,Inactive,84.25,Low Value,No,Low,No Action Needed
6963-EZQEE,0.0636,Low Risk,70,88.55,6306.5,Champions,5780.96,Premium,No,Low,No Action Needed
2452-KDRRH,0.6693,Medium Risk,67,101.4,6841.05,Champions,6270.96,Premium,No,High,Loyalty Reward
2004-OCQXK,0.9343,High Risk,1,81.95,81.95,At Risk,40.98,Low Value,Yes,High,Email Campaign
5027-QPKTE,0.7791,High Risk,7,69.35,451.1,Inactive,150.37,Low Value,Yes,High,Email Campaign
4146-SVFUD,0.7444,High Risk,1,44.6,44.6,Inactive,14.87,Low Value,No,High,Email Campaign
1564-HJUVY,0.5366,Medium Risk,4,63.75,226.2,At Risk,113.1,Low Value,No,Medium,SMS Reminder
3617-XLSGQ,0.0843,Low Risk,66,109.25,7082.5,Champions,7082.5,Premium,No,Low,No Action Needed
7517-LDMPS,0.7656,High Risk,12,84.6,1017.35,At Risk,593.45,Medium Value,No,High,Discount Offer
7244-KXYZN,0.0431,Low Risk,24,20.45,527.35,Inactive,175.78,Medium Value,No,Low,No Action Needed
5226-NOZFC,0.7037,High Risk,26,85.75,2146.5,At Risk,1252.12,High Value,No,Critical,Personal Relationship Manager
2672-HUYVI,0.8991,High Risk,6,91.1,455.3,At Risk,265.59,Medium Value,Yes,High,Discount Offer
1400-WIVLL,0.3684,Low Risk,57,107.95,5969.85,Champions,5969.85,Premium,No,Low,No Action Needed
7508-MYBOG,0.844,High Risk,14,86.1,1235.55,At Risk,720.74,Medium Value,Yes,High,Discount Offer
8148-NLEGT,0.0478,Low Risk,42,22.95,1014.25,At Risk,507.12,Medium Value,No,Low,No Action Needed
0148-DCDOS,0.7642,High Risk,25,94.7,2362.1,Loyal Customers,1771.57,High Value,Yes,Critical,Personal Relationship Manager
8347-GDTMP,0.0111,Low Risk,64,19.45,1225.65,At Risk,612.83,Medium Value,No,Low,No Action Needed
9992-RRAMN,0.7996,High Risk,22,85.1,1873.7,At Risk,1092.99,High Value,Yes,Critical,Personal Relationship Manager
6746-WAUWT,0.0499,Low Risk,19,19.7,386.5,Inactive,128.83,Low Value,No,Low,No Action Needed
0310-MVLET,0.5661,Medium Risk,61,99.15,6010.05,Champions,5509.21,Premium,Yes,High,Loyalty Reward
0428-IKYCP,0.5901,Medium Risk,22,87.0,1850.65,At Risk,1079.55,High Value,No,High,Loyalty Reward
4550-VBOFE,0.815,High Risk,70,102.95,7101.5,Champions,7101.5,Premium,Yes,Critical,Personal Relationship Manager
2187-PKZAY,0.6929,Medium Risk,12,79.95,1043.4,At Risk,608.65,Medium Value,No,Medium,SMS Reminder
4003-OCTMP,0.1531,Low Risk,31,64.0,1910.75,Loyal Customers,1273.83,High Value,No,Low,No Action Needed
6652-YFFJO,0.6305,Medium Risk,11,64.9,716.1,At Risk,358.05,Medium Value,No,Medium,SMS Reminder
7225-IILWY,0.0154,Low Risk,68,25.75,1686.15,At Risk,983.59,High Value,No,Low,No Action Needed
5248-RPYWW,0.0242,Low Risk,72,90.15,6716.45,Champions,6716.45,Premium,No,Low,No Action Needed
7923-IYJWY,0.3305,Low Risk,67,116.1,7839.85,Champions,7839.85,Premium,No,Low,No Action Needed
3170-GWYKC,0.4596,Medium Risk,60,104.95,6236.75,Champions,6236.75,Premium,No,High,Loyalty Reward
5696-QURRL,0.7759,High Risk,1,45.05,45.05,Inactive,15.02,Low Value,Yes,High,Email Campaign
7409-KIUTL,0.9307,High Risk,1,71.0,71.0,Inactive,29.58,Low Value,Yes,High,Email Campaign
9830-ECLEN,0.0763,Low Risk,58,50.0,2919.85,Loyal Customers,2189.89,High Value,No,Low,No Action Needed
1732-VHUBQ,0.6159,Medium Risk,47,70.55,3309.25,At Risk,1930.4,High Value,Yes,High,Loyalty Reward
0495-RVCBF,0.9335,High Risk,1,79.7,79.7,At Risk,39.85,Low Value,Yes,High,Email Campaign
2668-TZSPS,0.5606,Medium Risk,1,20.45,20.45,Inactive,5.11,Low Value,No,Medium,SMS Reminder
7854-EDSSA,0.3473,Low Risk,22,59.0,1254.7,At Risk,731.91,Medium Value,Yes,Low,No Action Needed
8869-TORSS,0.1134,Low Risk,48,60.35,2896.4,Loyal Customers,1930.93,High Value,Yes,Low,No Action Needed
7446-SFAOA,0.0632,Low Risk,37,19.85,717.5,Inactive,298.96,Medium Value,No,Low,No Action Needed
9522-ZSINC,0.0798,Low Risk,13,19.95,253.8,Inactive,84.6,Low Value,No,Low,No Action Needed
8234-GSZYK,0.074,Low Risk,43,26.45,1110.05,At Risk,555.02,Medium Value,No,Low,No Action Needed
6505-OZNPG,0.0608,Low Risk,6,63.4,348.8,At Risk,203.47,Medium Value,No,Low,No Action Needed
6164-HAQTX,0.019,Low Risk,71,53.95,3888.65,Loyal Customers,2916.49,High Value,No,Low,No Action Needed
0679-IDSTG,0.936,High Risk,1,69.25,69.25,Inactive,23.08,Low Value,Yes,High,Email Campaign
7765-LWVVH,0.0872,Low Risk,72,95.1,6843.15,Champions,6272.89,Premium,No,Low,No Action Needed
1658-TJVOA,0.7172,High Risk,6,74.1,450.9,At Risk,225.45,Medium Value,No,High,Discount Offer
0953-LGOVU,0.2101,Low Risk,12,35.5,432.25,Inactive,180.1,Medium Value,No,Low,No Action Needed
2115-BFTIW,0.4369,Medium Risk,25,70.95,1767.35,At Risk,883.68,High Value,Yes,High,Loyalty Reward
4692-NNQRU,0.1725,Low Risk,21,79.2,1742.45,At Risk,1016.43,High Value,No,Low,No Action Needed
7742-MYPGI,0.443,Medium Risk,6,48.8,297.35,Inactive,123.9,Low Value,No,Medium,SMS Reminder
0611-DFXKO,0.6602,Medium Risk,20,89.0,1820.45,At Risk,1061.93,High Value,Yes,High,Loyalty Reward
7780-OTDSO,0.8545,High Risk,18,99.4,1742.95,Loyal Customers,1307.21,High Value,Yes,Critical,Personal Relationship Manager
9619-GSATL,0.1432,Low Risk,43,55.45,2444.25,At Risk,1425.81,High Value,No,Low,No Action Needed
5622-UEJFI,0.0423,Low Risk,35,25.4,949.8,At Risk,474.9,Medium Value,No,Low,No Action Needed
9747-DDZOS,0.8919,High Risk,1,73.5,73.5,At Risk,36.75,Low Value,Yes,High,Email Campaign
0674-DGMAQ,0.7405,High Risk,32,93.5,2970.8,Champions,2475.67,High Value,No,Critical,Personal Relationship Manager
6203-HBZPA,0.0307,Low Risk,52,63.9,3334.95,Loyal Customers,2501.21,High Value,No,Low,No Action Needed
0484-FFVBJ,0.2722,Low Risk,32,64.85,2010.95,At Risk,1173.05,High Value,No,Low,No Action Needed
0301-FIDRB,0.0096,Low Risk,72,63.8,4684.3,Champions,3903.58,Premium,No,Low,No Action Needed
4139-JPIAM,0.2101,Low Risk,51,44.45,2181.55,At Risk,1272.57,High Value,No,Low,No Action Needed
2181-TIDSV,0.0123,Low Risk,68,19.95,1303.25,At Risk,651.62,Medium Value,No,Low,No Action Needed
2761-XECQW,0.5691,Medium Risk,8,43.35,371.4,Inactive,154.75,Low Value,No,Medium,SMS Reminder
1936-CZAKF,0.09,Low Risk,49,49.65,2409.9,At Risk,1405.78,High Value,No,Low,No Action Needed
9453-PATOS,0.0147,Low Risk,72,85.1,6155.4,Champions,5642.45,Premium,No,Low,No Action Needed
0564-JJHGS,0.9138,High Risk,9,95.5,829.1,Loyal Customers,552.73,Medium Value,Yes,High,Discount Offer
3348-CFRNX,0.5754,Medium Risk,28,92.35,2602.9,Loyal Customers,1952.18,High Value,Yes,High,Loyalty Reward
4402-FTBXC,0.3462,Low Risk,54,89.8,4667.0,Loyal Customers,3500.25,Premium,No,Low,No Action Needed
1428-GTBJJ,0.7835,High Risk,11,74.55,824.75,At Risk,481.1,Medium Value,Yes,High,Discount Offer
2931-XIQBR,0.2236,Low Risk,50,103.05,5153.5,Champions,4294.58,Premium,No,Low,No Action Needed
0106-UGRDO,0.1841,Low Risk,69,116.0,8182.85,Champions,8182.85,Premium,No,Low,No Action Needed
5542-TBBWB,0.9358,High Risk,1,69.9,69.9,Inactive,23.3,Low Value,No,High,Email Campaign
1930-QPBVZ,0.0644,Low Risk,68,95.1,6683.4,Champions,6126.45,Premium,No,Low,No Action Needed
2606-PKWJB,0.0739,Low Risk,40,40.25,1564.05,At Risk,912.36,High Value,No,Low,No Action Needed
5322-ZSMZY,0.0546,Low Risk,31,25.75,755.6,At Risk,377.8,Medium Value,No,Low,No Action Needed
8059-UDZFY,0.7187,High Risk,33,105.35,3465.05,Champions,3176.3,Premium,No,Critical,Personal Relationship Manager
7740-BTPUX,0.3215,Low Risk,55,113.6,6292.7,Champions,5768.31,Premium,No,Low,No Action Needed
5220-AGAAX,0.0195,Low Risk,68,24.0,1664.3,At Risk,970.84,High Value,No,Low,No Action Needed
0208-BPQEJ,0.3498,Low Risk,12,19.4,198.1,Inactive,66.03,Low Value,No,Low,No Action Needed
9435-JMLSX,0.0156,Low Risk,71,86.1,6045.9,Champions,5542.08,Premium,No,Low,No Action Needed
3352-ALMCK,0.7373,High Risk,40,102.65,4108.15,Champions,3765.8,Premium,No,Critical,Personal Relationship Manager
5312-IRCFR,0.2405,Low Risk,64,92.85,5980.75,Champions,5482.35,Premium,No,Low,No Action Needed
5294-IMHHT,0.2691,Low Risk,53,97.75,5043.2,Champions,4202.67,Premium,No,Low,No Action Needed
8802-UNOJF,0.6487,Medium Risk,12,83.8,1029.75,Loyal Customers,686.5,Medium Value,Yes,Medium,SMS Reminder
6313-GIDIT,0.74,High Risk,53,54.45,2854.55,Loyal Customers,1903.03,High Value,Yes,Critical,Personal Relationship Manager
6176-YJWAS,0.0326,Low Risk,72,97.95,7114.25,Champions,7114.25,Premium,No,Low,No Action Needed
5310-NOOVA,0.0419,Low Risk,46,19.95,907.05,Inactive,377.94,Medium Value,No,Low,No Action Needed
4526-EXKKN,0.0465,Low Risk,40,24.6,973.95,At Risk,486.98,Medium Value,No,Low,No Action Needed
5311-IHLEI,0.3594,Low Risk,12,50.95,605.75,At Risk,353.35,Medium Value,No,Low,No Action Needed
3987-KQDDU,0.7125,High Risk,9,75.6,661.55,At Risk,330.78,Medium Value,No,High,Discount Offer
3404-JNXAX,0.6437,Medium Risk,51,80.75,4116.9,Loyal Customers,2744.6,High Value,No,High,Loyalty Reward
5131-PONJI,0.4674,Medium Risk,49,90.4,4494.65,Champions,3745.54,Premium,No,High,Loyalty Reward
2845-AFFTX,0.8566,High Risk,41,99.8,4259.3,Champions,3549.42,Premium,Yes,Critical,Personal Relationship Manager
3489-VSFRD,0.1752,Low Risk,56,60.25,3282.75,Loyal Customers,2462.06,High Value,No,Low,No Action Needed
3345-JHUEO,0.3238,Low Risk,4,20.2,55.7,Inactive,13.92,Low Value,No,Low,No Action Needed
5815-HGGHV,0.1813,Low Risk,20,64.15,1274.45,At Risk,743.43,Medium Value,No,Low,No Action Needed
5260-UMPWX,0.1465,Low Risk,26,20.25,493.95,Inactive,164.65,Medium Value,No,Low,No Action Needed
2249-YPRNG,0.795,High Risk,20,105.85,2239.65,Champions,1866.38,High Value,Yes,Critical,Personal Relationship Manager
7410-YTJIK,0.797,High Risk,7,75.45,480.75,At Risk,240.38,Medium Value,Yes,High,Discount Offer
4626-GYCZP,0.9422,High Risk,7,93.85,635.6,Loyal Customers,423.73,Medium Value,Yes,High,Discount Offer
5649-RXQTV,0.6539,Medium Risk,51,99.0,5038.15,Champions,4198.46,Premium,No,High,Loyalty Reward
2674-MIAHT,0.8739,High Risk,4,80.3,324.2,At Risk,162.1,Medium Value,No,High,Discount Offer
2576-HXMPA,0.499,Medium Risk,1,19.55,19.55,Inactive,4.89,Low Value,No,Medium,SMS Reminder
7587-AOVVU,0.5333,Medium Risk,27,100.75,2793.55,Champions,2327.96,High Value,No,High,Loyalty Reward
5590-BYNII,0.8142,High Risk,22,100.75,2095.0,Loyal Customers,1571.25,High Value,Yes,Critical,Personal Relationship Manager
6898-MDLZW,0.2988,Low Risk,12,53.75,648.65,At Risk,324.32,Medium Value,No,Low,No Action Needed
3237-AJGEH,0.59,Medium Risk,3,31.0,95.05,Inactive,23.76,Low Value,Yes,Medium,SMS Reminder
4707-YNOQA,0.0652,Low Risk,34,25.6,917.15,At Risk,458.58,Medium Value,No,Low,No Action Needed
9357-UJRUN,0.1616,Low Risk,24,58.35,1346.9,At Risk,785.69,Medium Value,No,Low,No Action Needed
1591-NFNLQ,0.4865,Medium Risk,51,80.0,4242.35,Loyal Customers,2828.23,High Value,Yes,High,Loyalty Reward
8648-PFRMP,0.809,High Risk,14,46.35,672.7,At Risk,336.35,Medium Value,No,High,Discount Offer
7663-CUXZB,0.255,Low Risk,59,113.75,6561.25,Champions,6561.25,Premium,No,Low,No Action Needed
0258-NOKBL,0.7804,High Risk,3,90.4,268.45,Loyal Customers,178.97,Medium Value,No,High,Discount Offer
1163-VIPRI,0.0819,Low Risk,65,109.3,7337.55,Champions,7337.55,Premium,No,Low,No Action Needed
2815-CPTUL,0.8028,High Risk,5,70.25,331.9,Inactive,110.63,Low Value,Yes,High,Email Campaign
9348-ROUAI,0.0427,Low Risk,59,90.3,5194.05,Champions,5194.05,Premium,No,Low,No Action Needed
9443-JUBUO,0.0165,Low Risk,72,65.25,4478.85,Champions,3732.38,Premium,No,Low,No Action Needed
0596-BQCEQ,0.481,Medium Risk,62,100.15,6283.3,Champions,5759.69,Premium,Yes,High,Loyalty Reward
1481-ZUWZA,0.5589,Medium Risk,28,94.5,2659.4,Loyal Customers,1994.55,High Value,Yes,High,Loyalty Reward
3043-TYBNO,0.5385,Medium Risk,3,60.65,196.9,Inactive,82.04,Low Value,No,Medium,SMS Reminder
4830-FAXFM,0.2782,Low Risk,19,24.1,439.2,Inactive,183.0,Medium Value,No,Low,No Action Needed
5906-BFOZT,0.6784,Medium Risk,1,19.5,19.5,Inactive,4.88,Low Value,No,Medium,SMS Reminder
2960-NKRSO,0.5319,Medium Risk,24,85.95,2107.15,Loyal Customers,1404.77,High Value,No,High,Loyalty Reward
8996-ZROXE,0.1368,Low Risk,57,53.5,3035.8,Loyal Customers,2023.87,High Value,No,Low,No Action Needed
5598-IKHQQ,0.0098,Low Risk,72,25.45,1866.45,At Risk,1088.76,High Value,No,Low,No Action Needed
0397-ZXWQF,0.016,Low Risk,67,20.5,1430.95,At Risk,715.48,Medium Value,No,Low,No Action Needed
5266-PFRQK,0.05,Low Risk,52,20.85,1071.6,Inactive,446.5,Medium Value,No,Low,No Action Needed
4674-HGNUA,0.0302,Low Risk,71,89.9,6457.15,Champions,6457.15,Premium,No,Low,No Action Needed
6765-MBQNU,0.1002,Low Risk,26,26.0,684.05,Inactive,285.02,Medium Value,No,Low,No Action Needed
9786-IJYDL,0.1329,Low Risk,35,113.2,3914.05,Champions,3587.88,Premium,No,Low,No Action Needed
1303-SRDOK,0.0295,Low Risk,55,69.05,3842.6,At Risk,1921.3,High Value,No,Low,No Action Needed
3769-MHZNV,0.0302,Low Risk,33,20.1,670.35,Inactive,279.31,Medium Value,No,Low,No Action Needed
6295-OSINB,0.0555,Low Risk,72,109.65,7880.25,Champions,7880.25,Premium,No,Low,No Action Needed
3308-MHOOC,0.4864,Medium Risk,1,19.2,19.2,Inactive,4.8,Low Value,No,Medium,SMS Reminder
2309-OSFEU,0.6227,Medium Risk,10,33.9,298.45,Inactive,99.48,Low Value,Yes,Medium,SMS Reminder
2207-QPJED,0.561,Medium Risk,37,90.0,3371.75,Champions,2809.79,High Value,No,High,Loyalty Reward
4177-JPDFU,0.2927,Low Risk,12,34.0,442.45,Inactive,184.35,Medium Value,No,Low,No Action Needed
2239-CFOUJ,0.1074,Low Risk,1,20.4,20.4,Inactive,5.1,Low Value,No,Low,No Action Needed
8046-DNVTL,0.0446,Low Risk,62,38.6,2345.55,Loyal Customers,1563.7,High Value,No,Low,No Action Needed
2209-XADXF,0.7818,High Risk,1,25.25,25.25,Inactive,6.31,Low Value,No,High,Email Campaign
6620-JDYNW,0.3243,Low Risk,18,60.6,1156.35,At Risk,674.54,Medium Value,No,Low,No Action Needed
1891-FZYSA,0.642,Medium Risk,69,89.95,6143.15,Champions,5631.22,Premium,Yes,High,Loyalty Reward
4770-UEZOX,0.8366,High Risk,2,74.75,144.8,At Risk,72.4,Low Value,No,High,Email Campaign
1038-RQOST,0.1221,Low Risk,19,20.6,414.95,Inactive,138.32,Low Value,No,Low,No Action Needed
7613-LLQFO,0.8857,High Risk,12,84.45,1059.55,At Risk,618.07,Medium Value,Yes,High,Discount Offer
4568-TTZRT,0.2332,Low Risk,9,20.4,181.8,Inactive,45.45,Low Value,No,Low,No Action Needed
9513-DXHDA,0.2642,Low Risk,27,81.7,2212.55,Loyal Customers,1659.41,High Value,No,Low,No Action Needed
2640-PMGFL,0.6078,Medium Risk,27,79.5,2180.55,At Risk,1271.99,High Value,Yes,High,Loyalty Reward
3801-HMYNL,0.9191,High Risk,1,89.15,89.15,At Risk,44.58,Low Value,Yes,High,Email Campaign
0516-QREYC,0.1945,Low Risk,24,20.3,459.95,Inactive,153.32,Low Value,No,Low,No Action Needed
9685-WKZGT,0.8418,High Risk,14,74.95,1036.75,At Risk,604.77,Medium Value,Yes,High,Discount Offer
6022-UGGSO,0.7375,High Risk,32,74.4,2276.95,Loyal Customers,1517.97,High Value,Yes,Critical,Personal Relationship Manager
8084-OIVBS,0.0627,Low Risk,11,20.0,211.95,Inactive,70.65,Low Value,No,Low,No Action Needed
8896-BQTTI,0.6313,Medium Risk,1,25.0,25.0,Inactive,8.33,Low Value,No,Medium,SMS Reminder
3865-QBWSJ,0.5175,Medium Risk,38,80.45,3162.65,Loyal Customers,2108.43,High Value,No,High,Loyalty Reward
3352-RICWQ,0.0378,Low Risk,9,19.75,210.65,Inactive,52.66,Low Value,No,Low,No Action Needed
2160-GPFXD,0.0372,Low Risk,54,65.65,3566.7,Loyal Customers,2377.8,High Value,No,Low,No Action Needed
2065-MMKGR,0.2773,Low Risk,29,71.0,2080.1,Loyal Customers,1386.73,High Value,No,Low,No Action Needed
5857-TYBCJ,0.7026,High Risk,44,89.2,4040.2,Loyal Customers,3030.15,Premium,No,Critical,Personal Relationship Manager
1498-NHTLT,0.0269,Low Risk,59,86.75,5186.0,Champions,4753.83,Premium,No,Low,No Action Needed
4484-CGXFK,0.762,High Risk,3,55.3,196.15,Inactive,81.73,Low Value,Yes,High,Email Campaign
1402-PTHGN,0.0879,Low Risk,18,61.5,1087.45,At Risk,634.35,Medium Value,No,Low,No Action Needed
4176-RELJR,0.027,Low Risk,67,25.1,1672.15,At Risk,975.42,High Value,No,Low,No Action Needed
6214-EDAKZ,0.4644,Medium Risk,22,55.15,1206.05,At Risk,603.02,Medium Value,Yes,Medium,SMS Reminder
5199-FPUSP,0.1474,Low Risk,33,34.05,1113.95,At Risk,556.98,Medium Value,No,Low,No Action Needed
6377-KSLXC,0.2858,Low Risk,5,19.95,107.05,Inactive,26.76,Low Value,No,Low,No Action Needed
1796-JANOW,0.2686,Low Risk,2,19.95,38.15,Inactive,9.54,Low Value,No,Low,No Action Needed
0238-WHBIQ,0.0268,Low Risk,72,89.7,6339.3,Champions,5811.02,Premium,No,Low,No Action Needed
8735-NBLWT,0.2217,Low Risk,9,20.4,184.1,Inactive,46.02,Low Value,No,Low,No Action Needed
6651-RLGGM,0.0154,Low Risk,67,26.3,1688.9,At Risk,985.19,High Value,No,Low,No Action Needed
6127-ISGTU,0.8213,High Risk,16,84.95,1378.25,At Risk,803.98,Medium Value,Yes,High,Discount Offer
1614-JBEBI,0.2259,Low Risk,8,20.7,137.6,Inactive,34.4,Low Value,No,Low,No Action Needed
8740-XLHDR,0.5635,Medium Risk,5,43.25,219.0,At Risk,109.5,Low Value,Yes,Medium,SMS Reminder
1208-DNHLN,0.29,Low Risk,23,48.35,1067.15,At Risk,533.58,Medium Value,Yes,Low,No Action Needed
1761-AEZZR,0.9383,High Risk,1,79.55,79.55,At Risk,39.78,Low Value,Yes,High,Email Campaign
3923-CSIHK,0.6258,Medium Risk,50,71.05,3444.85,At Risk,2009.5,High Value,Yes,High,Loyalty Reward
5696-EXCYS,0.0272,Low Risk,17,19.45,369.05,Inactive,123.02,Low Value,No,Low,No Action Needed
5795-KTGUD,0.2626,Low Risk,68,110.8,7553.6,Champions,7553.6,Premium,No,Low,No Action Needed
7120-RFMVS,0.9433,High Risk,1,84.5,84.5,At Risk,42.25,Low Value,Yes,High,Email Campaign
7924-GJZFI,0.6602,Medium Risk,25,69.3,1813.1,Inactive,755.46,Medium Value,No,Medium,SMS Reminder
4702-HDRKD,0.0522,Low Risk,67,49.35,3321.35,Loyal Customers,2491.01,High Value,No,Low,No Action Needed
8512-WIWYV,0.0434,Low Risk,32,20.35,707.5,Inactive,294.79,Medium Value,No,Low,No Action Needed
5897-ZYEKH,0.2735,Low Risk,67,105.6,7112.15,Champions,7112.15,Premium,No,Low,No Action Needed
5456-ITGIC,0.0397,Low Risk,72,64.45,4641.1,Champions,3867.58,Premium,No,Low,No Action Needed
