customerID,Churn_Probability,Risk_Label,tenure,MonthlyCharges,TotalCharges,Segment,CLV_Enhanced,CLV_Tier,Churn,Priority,Retention_Strategy,Revenue_at_Risk
5197-LQXXH,0.039,Low Risk,71,83.3,5894.5,Champions,5403.29,Premium,No,Low,No Action Needed,210.73
9907-SWKKF,0.876,High Risk,1,25.05,25.05,Inactive,6.26,Low Value,Yes,High,Email Campaign,5.48
3457-PQBYH,0.0329,Low Risk,58,20.3,1160.75,At Risk,580.38,Medium Value,No,Low,No Action Needed,19.09
7682-AZNDK,0.6426,Medium Risk,34,89.85,3091.75,Loyal Customers,2318.81,High Value,No,High,Loyalty Reward,1490.07
0587-DMGBH,0.4825,Medium Risk,8,49.85,365.55,Inactive,152.31,Low Value,Yes,Medium,SMS Reminder,73.49
5384-ZTTWP,0.2652,Low Risk,15,19.8,272.95,Inactive,90.98,Low Value,No,Low,No Action Needed,24.13
3745-HRPHI,0.0147,Low Risk,66,54.65,3632.0,Loyal Customers,2724.0,High Value,No,Low,No Action Needed,40.04
7636-OWBPG,0.4938,Medium Risk,12,29.35,381.2,Inactive,127.07,Low Value,No,Medium,SMS Reminder,62.75
1231-YNDEK,0.0274,Low Risk,58,19.15,1035.5,At Risk,517.75,Medium Value,No,Low,No Action Needed,14.19
1407-DIGZV,0.026,Low Risk,3,19.1,52.0,Inactive,13.0,Low Value,No,Low,No Action Needed,0.34
6397-JNZZG,0.7057,High Risk,43,55.55,2342.2,Loyal Customers,1561.47,High Value,Yes,Critical,Personal Relationship Manager,1101.93
0570-BFQHT,0.749,High Risk,9,80.55,653.9,At Risk,326.95,Medium Value,No,High,Discount Offer,244.89
4393-OBCRR,0.0694,Low Risk,3,20.25,71.2,Inactive,17.8,Low Value,No,Low,No Action Needed,1.24
3523-QRQLL,0.2757,Low Risk,22,69.5,1498.2,At Risk,873.95,High Value,Yes,Low,No Action Needed,240.95
8564-LDKFL,0.6532,Medium Risk,40,106.0,4178.65,Champions,3830.43,Premium,No,High,Loyalty Reward,2502.04
3696-DFHHB,0.021,Low Risk,68,25.5,1821.8,At Risk,1062.72,High Value,No,Low,No Action Needed,22.32
0895-DQHEW,0.807,High Risk,54,104.3,5278.15,Champions,4838.3,Premium,Yes,Critical,Personal Relationship Manager,3904.51
4717-GHADL,0.038,Low Risk,50,79.6,4024.2,Champions,3353.5,Premium,No,Low,No Action Needed,127.43
5501-TVMGM,0.844,High Risk,1,55.25,55.25,Inactive,23.02,Low Value,No,High,Email Campaign,19.43
5879-HMFFH,0.02,Low Risk,72,88.05,6520.8,Champions,5977.4,Premium,No,Low,No Action Needed,119.55
6772-WFQRD,0.0421,Low Risk,40,20.4,854.9,Inactive,356.21,Medium Value,No,Low,No Action Needed,15.0
3810-DVDQQ,0.0385,Low Risk,72,117.6,8308.9,Champions,8308.9,Premium,No,Low,No Action Needed,319.89
6972-SNKKW,0.2521,Low Risk,6,20.0,109.2,Inactive,27.3,Low Value,No,Low,No Action Needed,6.88
3694-GLTJM,0.2852,Low Risk,5,19.65,92.05,Inactive,23.01,Low Value,No,Low,No Action Needed,6.56
8550-XSXUQ,0.2027,Low Risk,48,70.55,3420.5,Loyal Customers,2565.38,High Value,No,Low,No Action Needed,520.0
8149-RSOUN,0.9678,High Risk,1,93.85,93.85,Loyal Customers,62.57,Low Value,Yes,High,Email Campaign,60.56
9055-MOJJJ,0.0583,Low Risk,64,65.8,4068.0,Loyal Customers,3051.0,Premium,No,Low,No Action Needed,177.87
4359-INNWN,0.0575,Low Risk,17,20.05,337.9,Inactive,112.63,Low Value,No,Low,No Action Needed,6.48
0585-EGDDA,0.7398,High Risk,40,80.0,3168.75,Loyal Customers,2112.5,High Value,No,Critical,Personal Relationship Manager,1562.83
4032-RMHCI,0.1093,Low Risk,41,35.4,1412.4,At Risk,706.2,Medium Value,No,Low,No Action Needed,77.19
0549-CYCQN,0.1131,Low Risk,51,79.6,3974.7,Loyal Customers,2649.8,High Value,No,Low,No Action Needed,299.69
3481-JHUZH,0.6668,Medium Risk,41,80.25,3439.0,Loyal Customers,2292.67,High Value,No,High,Loyalty Reward,1528.75
7250-EQKIY,0.7592,High Risk,1,50.45,50.45,Inactive,21.02,Low Value,Yes,High,Email Campaign,15.96
3594-IVHJZ,0.2482,Low Risk,2,20.45,42.45,Inactive,10.61,Low Value,No,Low,No Action Needed,2.63
6869-FGJJC,0.0762,Low Risk,68,79.6,5461.45,Loyal Customers,4096.09,Premium,No,Low,No Action Needed,312.12
3896-ZVNET,0.0677,Low Risk,24,24.7,571.75,Inactive,238.23,Medium Value,No,Low,No Action Needed,16.13
8205-VSLRB,0.0508,Low Risk,70,77.3,5498.2,Champions,5040.02,Premium,No,Low,No Action Needed,256.03
5960-MVTUK,0.7108,High Risk,3,29.75,96.85,Inactive,24.21,Low Value,No,High,Email Campaign,17.21
6817-WTYHE,0.6941,Medium Risk,2,44.9,111.05,Inactive,37.02,Low Value,No,Medium,SMS Reminder,25.7
3082-VQXNH,0.6781,Medium Risk,3,29.8,94.4,Inactive,23.6,Low Value,No,Medium,SMS Reminder,16.0
4013-UBXWQ,0.7218,High Risk,7,74.65,521.1,At Risk,303.98,Medium Value,Yes,High,Discount Offer,219.41
4931-TRZWN,0.5035,Medium Risk,13,71.95,923.85,Loyal Customers,615.9,Medium Value,No,Medium,SMS Reminder,310.11
0750-EKNGL,0.2307,Low Risk,7,20.75,141.1,Inactive,35.28,Low Value,No,Low,No Action Needed,8.14
7669-LCRSD,0.3882,Low Risk,12,56.3,628.65,At Risk,314.32,Medium Value,No,Low,No Action Needed,122.02
3567-PQTSO,0.4945,Medium Risk,53,105.25,5576.3,Champions,5111.61,Premium,No,High,Loyalty Reward,2527.69
5519-NPHVG,0.9302,High Risk,12,94.2,1046.1,Loyal Customers,784.58,Medium Value,Yes,High,Discount Offer,729.82
8043-PNYSD,0.0154,Low Risk,63,19.55,1245.6,At Risk,622.8,Medium Value,No,Low,No Action Needed,9.59
9938-EKRGF,0.2598,Low Risk,15,84.45,1287.85,Loyal Customers,965.89,High Value,No,Low,No Action Needed,250.94
2703-AMTUL,0.0784,Low Risk,36,53.65,1939.35,At Risk,1131.29,High Value,No,Low,No Action Needed,88.69
0928-JMXNP,0.8219,High Risk,4,29.9,118.25,Inactive,29.56,Low Value,No,High,Email Campaign,24.3
8173-RXAYP,0.0357,Low Risk,24,19.7,452.55,Inactive,150.85,Low Value,No,Low,No Action Needed,5.39
4825-XJGDM,0.0965,Low Risk,61,43.7,2696.55,Loyal Customers,2022.41,High Value,No,Low,No Action Needed,195.16
5402-HTOTQ,0.4831,Medium Risk,16,55.3,875.35,At Risk,437.68,Medium Value,No,Medium,SMS Reminder,211.44
6734-JDTTV,0.0162,Low Risk,65,19.85,1267.05,At Risk,633.52,Medium Value,No,Low,No Action Needed,10.26
7850-THJMU,0.0227,Low Risk,26,19.65,494.9,Inactive,164.97,Medium Value,No,Low,No Action Needed,3.74
3890-RTCMS,0.3285,Low Risk,16,49.45,799.0,At Risk,399.5,Medium Value,No,Low,No Action Needed,131.24
8849-GYOKR,0.3358,Low Risk,54,106.55,5763.3,Champions,5283.02,Premium,Yes,Low,No Action Needed,1774.04
3148-BLQJT,0.6469,Medium Risk,1,20.1,20.1,Inactive,5.03,Low Value,Yes,Medium,SMS Reminder,3.25
3717-FDJFU,0.0287,Low Risk,5,20.45,106.9,Inactive,26.72,Low Value,No,Low,No Action Needed,0.77
3665-JATSN,0.7173,High Risk,19,39.7,710.05,At Risk,355.02,Medium Value,No,High,Discount Offer,254.66
7966-YOTQW,0.3683,Low Risk,10,54.5,568.2,At Risk,284.1,Medium Value,No,Low,No Action Needed,104.63
0461-CVKMU,0.5764,Medium Risk,23,83.8,1900.25,Loyal Customers,1266.83,High Value,Yes,High,Loyalty Reward,730.2
8806-EAGWC,0.7471,High Risk,3,55.15,159.15,Inactive,66.31,Low Value,Yes,High,Email Campaign,49.54
8853-TZDGH,0.0472,Low Risk,72,111.6,8012.75,Champions,8012.75,Premium,No,Low,No Action Needed,378.2
7779-LGOVN,0.8687,High Risk,10,86.65,856.65,At Risk,499.71,Medium Value,Yes,High,Discount Offer,434.1
4324-BZCKL,0.3166,Low Risk,10,55.55,551.3,At Risk,275.65,Medium Value,No,Low,No Action Needed,87.27
6924-TDGMT,0.0665,Low Risk,11,20.55,184.95,Inactive,61.65,Low Value,No,Low,No Action Needed,4.1
9710-ZUSHQ,0.5369,Medium Risk,37,106.75,4056.75,Champions,3718.69,Premium,Yes,High,Loyalty Reward,1996.56
1536-YHDOE,0.0973,Low Risk,17,62.1,1096.65,At Risk,639.71,Medium Value,No,Low,No Action Needed,62.24
8123-QBNAZ,0.555,Medium Risk,36,104.5,3684.95,Champions,3377.87,Premium,No,High,Loyalty Reward,1874.72
3629-ZNKXA,0.8017,High Risk,17,101.8,1752.45,Loyal Customers,1314.34,High Value,No,Critical,Personal Relationship Manager,1053.71
4827-LTQRJ,0.168,Low Risk,66,110.6,7210.85,Champions,7210.85,Premium,No,Low,No Action Needed,1211.42
7711-YIJWC,0.0681,Low Risk,61,84.9,5264.5,Champions,4825.79,Premium,No,Low,No Action Needed,328.64
5482-VXSXJ,0.6804,Medium Risk,22,93.2,2157.3,Loyal Customers,1617.98,High Value,No,High,Loyalty Reward,1100.87
7365-BVCJH,0.8781,High Risk,1,24.4,24.4,Inactive,6.1,Low Value,No,High,Email Campaign,5.36
9620-ENEJV,0.7112,High Risk,6,70.55,433.95,Inactive,180.81,Medium Value,No,High,Discount Offer,128.59
4183-WCSEP,0.6193,Medium Risk,31,78.45,2435.15,Loyal Customers,1623.43,High Value,Yes,High,Loyalty Reward,1005.39
2378-YIZKA,0.0257,Low Risk,68,85.0,5607.75,Champions,5140.44,Premium,No,Low,No Action Needed,132.11
5498-TXHLF,0.691,Medium Risk,34,87.45,2874.15,Loyal Customers,2155.61,High Value,Yes,High,Loyalty Reward,1489.53
0689-DSXGL,0.2077,Low Risk,52,85.8,4433.3,Loyal Customers,3324.98,Premium,No,Low,No Action Needed,690.6
6818-DJXAA,0.7748,High Risk,10,91.1,964.35,Loyal Customers,723.26,Medium Value,No,High,Discount Offer,560.38
9722-UJOJR,0.5878,Medium Risk,29,70.75,1974.8,At Risk,987.4,High Value,Yes,High,Loyalty Reward,580.39
0464-WJTKO,0.0075,Low Risk,72,20.1,1460.85,At Risk,730.42,Medium Value,No,Low,No Action Needed,5.48
8902-ZEOVF,0.0356,Low Risk,47,20.05,951.55,Inactive,396.48,Medium Value,No,Low,No Action Needed,14.11
6778-EICRF,0.2114,Low Risk,24,74.8,1821.2,Loyal Customers,1214.13,High Value,No,Low,No Action Needed,256.67
2662-NNTDK,0.0409,Low Risk,65,24.8,1600.95,At Risk,933.89,High Value,No,Low,No Action Needed,38.2
4132-KALRO,0.9381,High Risk,4,100.85,399.25,Loyal Customers,266.17,Medium Value,No,High,Discount Offer,249.69
3902-FOIGH,0.8864,High Risk,12,101.35,1218.55,Loyal Customers,913.91,High Value,Yes,Critical,Personal Relationship Manager,810.09
6772-KSATR,0.8472,High Risk,1,81.7,81.7,At Risk,40.85,Low Value,Yes,High,Email Campaign,34.61
7112-OPOTK,0.5674,Medium Risk,33,68.25,2171.15,At Risk,1085.58,High Value,Yes,High,Loyalty Reward,615.96
2874-YXVVA,0.6434,Medium Risk,34,105.1,3634.8,Champions,3331.9,Premium,No,High,Loyalty Reward,2143.74
1245-HARPS,0.0284,Low Risk,14,20.4,292.4,Inactive,97.47,Low Value,No,Low,No Action Needed,2.77
4210-QFJMF,0.8471,High Risk,4,79.15,317.25,At Risk,158.62,Low Value,Yes,High,Email Campaign,134.37
4323-ELYYB,0.0517,Low Risk,13,20.0,218.55,Inactive,72.85,Low Value,No,Low,No Action Needed,3.77
4293-ETKAP,0.0468,Low Risk,65,79.4,5071.9,Champions,4649.24,Premium,No,Low,No Action Needed,217.58
6064-PUPMC,0.1067,Low Risk,23,57.2,1423.35,At Risk,711.68,Medium Value,No,Low,No Action Needed,75.94
6504-VBLFL,0.0769,Low Risk,55,58.6,3068.6,Loyal Customers,2045.73,High Value,No,Low,No Action Needed,157.32
6322-PJJDJ,0.2804,Low Risk,49,94.8,4690.65,Champions,3908.88,Premium,No,Low,No Action Needed,1096.05
0330-BGYZE,0.2976,Low Risk,60,102.5,6157.6,Champions,6157.6,Premium,No,Low,No Action Needed,1832.5
1085-LDWAM,0.0147,Low Risk,69,20.35,1442.65,At Risk,721.32,Medium Value,No,Low,No Action Needed,10.6
7586-ZATGZ,0.7328,High Risk,40,84.9,3369.05,Loyal Customers,2246.03,High Value,No,Critical,Personal Relationship Manager,1645.89
7197-VOJMM,0.0334,Low Risk,67,69.2,4671.65,Loyal Customers,3503.74,Premium,No,Low,No Action Needed,117.02
3318-OSATS,0.77,High Risk,35,95.45,3474.05,Champions,2895.04,High Value,Yes,Critical,Personal Relationship Manager,2229.18
5828-AVIPD,0.5947,Medium Risk,19,100.95,1875.55,Loyal Customers,1406.66,High Value,Yes,High,Loyalty Reward,836.54
1843-TLSGD,0.0299,Low Risk,13,20.85,272.35,Inactive,90.78,Low Value,No,Low,No Action Needed,2.71
9626-VFRGG,0.4957,Medium Risk,41,88.5,3645.05,Loyal Customers,2733.79,High Value,No,High,Loyalty Reward,1355.14
7075-BNDVQ,0.6011,Medium Risk,4,35.0,135.75,Inactive,45.25,Low Value,No,Medium,SMS Reminder,27.2
9143-CANJF,0.3168,Low Risk,24,55.15,1319.85,At Risk,659.92,Medium Value,No,Low,No Action Needed,209.06
7284-BUYEC,0.7075,High Risk,5,50.95,229.4,Inactive,95.58,Low Value,No,High,Email Campaign,67.62
2041-JIJCI,0.602,Medium Risk,5,64.0,370.25,At Risk,185.12,Medium Value,No,Medium,SMS Reminder,111.44
1086-LXKFY,0.9078,High Risk,1,69.1,69.1,Inactive,23.03,Low Value,Yes,High,Email Campaign,20.91
4900-MSOMT,0.0258,Low Risk,72,80.2,5714.2,Champions,5238.02,Premium,No,Low,No Action Needed,135.14
2229-VWQJH,0.2946,Low Risk,24,49.3,1233.25,At Risk,616.62,Medium Value,No,Low,No Action Needed,181.66
9194-GFVOI,0.061,Low Risk,42,84.35,3571.6,Champions,2976.33,High Value,No,Low,No Action Needed,181.56
1336-EZFZY,0.2885,Low Risk,4,20.05,83.3,Inactive,20.82,Low Value,No,Low,No Action Needed,6.01
4282-MSACW,0.6972,Medium Risk,68,117.2,8035.95,Champions,8035.95,Premium,No,High,Loyalty Reward,5602.66
1403-LKLIK,0.0381,Low Risk,33,20.1,579.4,Inactive,241.42,Medium Value,No,Low,No Action Needed,9.2
2636-ALXXZ,0.9421,High Risk,1,69.6,69.6,Inactive,23.2,Low Value,Yes,High,Email Campaign,21.86
7774-OJSXI,0.6496,Medium Risk,31,103.45,3066.45,Champions,2810.91,High Value,Yes,High,Loyalty Reward,1825.97
7786-WBJYI,0.8331,High Risk,4,77.95,305.55,At Risk,152.78,Low Value,Yes,High,Email Campaign,127.28
0136-IFMYD,0.3751,Low Risk,69,109.95,7634.25,Champions,7634.25,Premium,No,Low,No Action Needed,2863.61
5144-TVGLP,0.6604,Medium Risk,38,94.75,3653.0,Champions,3044.17,Premium,No,High,Loyalty Reward,2010.37
9643-AVVWI,0.7748,High Risk,3,80.0,241.3,At Risk,120.65,Low Value,No,High,Email Campaign,93.48
0253-ZTEOB,0.0691,Low Risk,48,79.65,3870.3,Champions,3225.25,Premium,No,Low,No Action Needed,222.86
2706-QZIHY,0.0847,Low Risk,15,25.2,387.9,Inactive,161.62,Low Value,No,Low,No Action Needed,13.69
6061-PQHMK,0.0468,Low Risk,25,19.9,527.5,Inactive,175.83,Medium Value,No,Low,No Action Needed,8.23
9885-CSMWE,0.9342,High Risk,1,78.45,78.45,At Risk,39.22,Low Value,Yes,High,Email Campaign,36.64
6137-MFAJN,0.4938,Medium Risk,48,44.8,2104.55,At Risk,1227.65,High Value,No,High,Loyalty Reward,606.21
9122-UMROB,0.5606,Medium Risk,1,20.3,20.3,Inactive,5.08,Low Value,No,Medium,SMS Reminder,2.85
4232-JGKIY,0.4962,Medium Risk,1,19.2,19.2,Inactive,4.8,Low Value,No,Medium,SMS Reminder,2.38
2402-TAIRZ,0.1874,Low Risk,37,80.05,3019.1,Loyal Customers,2012.73,High Value,No,Low,No Action Needed,377.19
9659-ZTWSM,0.62,Medium Risk,66,107.35,7051.95,Champions,7051.95,Premium,No,High,Loyalty Reward,4372.21
9139-TWBAS,0.2435,Low Risk,26,47.85,1190.5,At Risk,694.46,Medium Value,No,Low,No Action Needed,169.1
6685-GBWJZ,0.0941,Low Risk,63,70.8,4448.8,Champions,3707.33,Premium,No,Low,No Action Needed,348.86
5016-ETTFF,0.6087,Medium Risk,10,29.5,255.25,Inactive,85.08,Low Value,Yes,Medium,SMS Reminder,51.79
3866-MDTUB,0.7293,High Risk,2,70.75,146.9,At Risk,85.69,Low Value,Yes,High,Email Campaign,62.49
2195-VVRJF,0.3972,Low Risk,18,59.1,1011.05,At Risk,505.52,Medium Value,No,Low,No Action Needed,200.79
3913-RDSJZ,0.0211,Low Risk,64,25.55,1714.95,At Risk,1000.39,High Value,No,Low,No Action Needed,21.11
8058-JMEQO,0.8879,High Risk,9,84.45,762.5,At Risk,381.25,Medium Value,Yes,High,Discount Offer,338.51
4203-QGNZA,0.1254,Low Risk,28,20.25,535.35,Inactive,178.45,Medium Value,No,Low,No Action Needed,22.38
5043-TRZWM,0.9179,High Risk,1,75.55,75.55,At Risk,37.78,Low Value,No,High,Email Campaign,34.68
0697-ZMSWS,0.9096,High Risk,4,85.65,338.9,At Risk,169.45,Medium Value,Yes,High,Discount Offer,154.13
7657-DYEPJ,0.2093,Low Risk,38,70.15,2497.35,Loyal Customers,1664.9,High Value,Yes,Low,No Action Needed,348.46
9494-BDNNC,0.3733,Low Risk,66,95.3,6273.4,Champions,5750.62,Premium,No,Low,No Action Needed,2146.71
1640-PLFMP,0.9313,High Risk,1,70.25,70.25,Inactive,23.42,Low Value,No,High,Email Campaign,21.81
5366-OBVMR,0.3157,Low Risk,18,50.3,908.75,At Risk,454.38,Medium Value,No,Low,No Action Needed,143.45
8276-MQBYC,0.786,High Risk,51,97.8,4913.3,Champions,4094.42,Premium,Yes,Critical,Personal Relationship Manager,3218.21
7593-XFKDI,0.7444,High Risk,1,46.3,46.3,Inactive,15.43,Low Value,Yes,High,Email Campaign,11.49
4573-JKNAE,0.0644,Low Risk,12,19.35,212.3,Inactive,70.77,Low Value,No,Low,No Action Needed,4.56
0337-CNPZE,0.8135,High Risk,41,106.3,4443.45,Champions,4073.16,Premium,Yes,Critical,Personal Relationship Manager,3313.52
9817-APLHW,0.4134,Medium Risk,12,25.0,316.2,Inactive,131.75,Low Value,No,Medium,SMS Reminder,54.47
8380-MQINP,0.0445,Low Risk,55,20.3,1079.05,Inactive,449.6,Medium Value,No,Low,No Action Needed,20.01
0840-DFEZH,0.8627,High Risk,7,75.35,564.65,At Risk,282.32,Medium Value,No,High,Discount Offer,243.56
1513-XNPPH,0.7997,High Risk,12,89.4,1095.65,Loyal Customers,730.43,Medium Value,Yes,High,Discount Offer,584.12
8690-ZVLCL,0.0672,Low Risk,68,88.0,6161.9,Champions,5648.41,Premium,No,Low,No Action Needed,379.57
6015-VVHHE,0.9072,High Risk,5,83.15,446.05,At Risk,223.02,Medium Value,Yes,High,Discount Offer,202.32
1125-SNVCK,0.3583,Low Risk,49,43.8,2106.05,At Risk,1053.03,High Value,No,Low,No Action Needed,377.3
0384-LPITE,0.3096,Low Risk,40,62.05,2511.55,Loyal Customers,1674.37,High Value,No,Low,No Action Needed,518.38
4616-EWBNJ,0.1022,Low Risk,16,20.1,318.6,Inactive,106.2,Low Value,No,Low,No Action Needed,10.85
6347-DCUIK,0.7908,High Risk,10,74.15,811.8,At Risk,473.55,Medium Value,Yes,High,Discount Offer,374.48
1335-HQMKX,0.2039,Low Risk,72,101.35,7323.15,Champions,7323.15,Premium,No,Low,No Action Needed,1493.19
2545-EBUPK,0.9165,High Risk,2,84.05,186.05,At Risk,93.02,Low Value,No,High,Email Campaign,85.25
6923-AQONU,0.0286,Low Risk,23,20.9,454.0,Inactive,151.33,Low Value,No,Low,No Action Needed,4.33
2172-EJXVF,0.2762,Low Risk,71,105.9,7521.95,Champions,7521.95,Premium,No,Low,No Action Needed,2077.56
0897-FEGMU,0.9496,High Risk,11,99.5,1056.95,Loyal Customers,792.71,Medium Value,Yes,High,Discount Offer,752.76
7663-RGWBC,0.7759,High Risk,1,44.15,44.15,Inactive,14.72,Low Value,Yes,High,Email Campaign,11.42
1120-BMWUB,0.3802,Low Risk,16,53.9,834.15,At Risk,417.08,Medium Value,Yes,Low,No Action Needed,158.57
9124-LHCJQ,0.9616,High Risk,1,85.45,85.45,At Risk,42.72,Low Value,Yes,High,Email Campaign,41.08
4536-PLEQY,0.7587,High Risk,12,85.05,999.8,At Risk,583.22,Medium Value,No,High,Discount Offer,442.49
7029-IJEJK,0.1286,Low Risk,54,44.1,2369.7,At Risk,1382.32,High Value,No,Low,No Action Needed,177.77
8871-JLMHM,0.0883,Low Risk,68,90.2,6297.65,Champions,5772.85,Premium,No,Low,No Action Needed,509.74
2235-ZGKPT,0.6484,Medium Risk,4,50.85,239.55,Inactive,99.81,Low Value,Yes,Medium,SMS Reminder,64.72
3891-PUQOD,0.8034,High Risk,1,59.2,59.2,Inactive,24.67,Low Value,Yes,High,Email Campaign,19.82
5447-VYTKW,0.156,Low Risk,27,53.45,1461.45,At Risk,730.72,Medium Value,No,Low,No Action Needed,113.99
3623-FQBOX,0.1583,Low Risk,21,19.95,416.4,Inactive,138.8,Low Value,No,Low,No Action Needed,21.97
0689-NKYLF,0.8339,High Risk,13,83.2,1060.6,At Risk,618.68,Medium Value,Yes,High,Discount Offer,515.92
8659-HDIYE,0.1871,Low Risk,64,74.65,4869.35,Champions,4463.57,Premium,No,Low,No Action Needed,835.13
3658-KIBGF,0.7594,High Risk,1,54.9,54.9,Inactive,22.88,Low Value,Yes,High,Email Campaign,17.38
3474-BAFSJ,0.05,Low Risk,57,57.5,3265.95,Champions,2721.62,High Value,No,Low,No Action Needed,136.08
5519-YLDGW,0.854,High Risk,21,103.9,2254.2,Champions,1878.5,High Value,Yes,Critical,Personal Relationship Manager,1604.24
3865-ZFZIB,0.0358,Low Risk,19,19.65,358.15,Inactive,119.38,Low Value,No,Low,No Action Needed,4.27
1855-AGAWH,0.5536,Medium Risk,31,93.8,2939.8,Champions,2449.83,High Value,No,High,Loyalty Reward,1356.23
7109-CQYUZ,0.027,Low Risk,52,89.25,4652.4,Champions,3877.0,Premium,No,Low,No Action Needed,104.68
1370-GGAWX,0.4359,Medium Risk,46,94.15,4408.45,Champions,4041.08,Premium,No,High,Loyalty Reward,1761.51
4680-KUTAJ,0.4669,Medium Risk,11,55.6,580.8,At Risk,290.4,Medium Value,No,Medium,SMS Reminder,135.59
5307-UVGNB,0.3469,Low Risk,53,48.7,2495.2,Loyal Customers,1663.47,High Value,No,Low,No Action Needed,577.06
4946-EDSEW,0.3744,Low Risk,11,19.25,180.3,Inactive,60.1,Low Value,Yes,Low,No Action Needed,22.5
2883-ILGWO,0.6309,Medium Risk,57,104.9,5913.95,Champions,5913.95,Premium,No,High,Loyalty Reward,3731.11
2516-VQRRV,0.8669,High Risk,2,75.45,158.4,At Risk,79.2,Low Value,Yes,High,Email Campaign,68.66
7580-UGXNC,0.6369,Medium Risk,2,54.85,104.2,Inactive,43.42,Low Value,Yes,Medium,SMS Reminder,27.65
3642-BYHDO,0.0085,Low Risk,71,19.9,1389.35,At Risk,694.68,Medium Value,No,Low,No Action Needed,5.9
9629-NHXFW,0.4624,Medium Risk,1,19.4,19.4,Inactive,4.85,Low Value,No,Medium,SMS Reminder,2.24
2696-RZVZW,0.0205,Low Risk,68,25.05,1629.2,At Risk,950.37,High Value,No,Low,No Action Needed,19.48
5766-FTRTS,0.0091,Low Risk,72,84.45,6033.1,Champions,5530.34,Premium,No,Low,No Action Needed,50.33
0396-HUJBP,0.1435,Low Risk,2,19.3,44.4,Inactive,11.1,Low Value,No,Low,No Action Needed,1.59
5178-LMXOP,0.9688,High Risk,1,95.1,95.1,Loyal Customers,63.4,Low Value,Yes,High,Email Campaign,61.42
8879-ZKJOF,0.1608,Low Risk,41,79.85,3320.75,Champions,2767.29,High Value,No,Low,No Action Needed,444.98
6285-FTQBF,0.0096,Low Risk,72,25.55,1867.7,At Risk,1089.49,High Value,No,Low,No Action Needed,10.46
8185-UPYBR,0.8651,High Risk,6,75.5,438.0,At Risk,219.0,Medium Value,Yes,High,Discount Offer,189.46
4585-HETAI,0.8479,High Risk,4,73.75,325.45,At Risk,162.72,Medium Value,Yes,High,Discount Offer,137.97
7526-BEZQB,0.9386,High Risk,12,96.05,1148.1,Loyal Customers,861.08,High Value,Yes,Critical,Personal Relationship Manager,808.21
1474-JUWSM,0.1227,Low Risk,58,68.4,3972.25,Champions,3310.21,Premium,No,Low,No Action Needed,406.16
3530-CRZSB,0.2264,Low Risk,7,20.65,155.9,Inactive,38.98,Low Value,No,Low,No Action Needed,8.83
8498-XXGWA,0.108,Low Risk,65,55.15,3673.15,Loyal Customers,2448.77,High Value,No,Low,No Action Needed,264.47
9617-INGJY,0.9028,High Risk,1,70.6,70.6,Inactive,29.42,Low Value,No,High,Email Campaign,26.56
0621-TSSMU,0.0736,Low Risk,56,19.95,1126.75,At Risk,563.38,Medium Value,No,Low,No Action Needed,41.46
7234-KMNRQ,0.1667,Low Risk,4,19.0,73.45,Inactive,18.36,Low Value,No,Low,No Action Needed,3.06
7636-PEPNS,0.0804,Low Risk,58,44.1,2413.05,At Risk,1407.61,High Value,No,Low,No Action Needed,113.17
4683-WYDOU,0.4207,Medium Risk,62,107.6,6912.7,Champions,6912.7,Premium,No,High,Loyalty Reward,2908.17
9052-DHNKM,0.1073,Low Risk,26,61.55,1581.95,At Risk,922.8,High Value,No,Low,No Action Needed,99.02
6794-HKIAJ,0.2025,Low Risk,62,90.7,5586.45,Champions,5586.45,Premium,No,Low,No Action Needed,1131.26
5578-NKCXI,0.1541,Low Risk,58,99.25,5846.65,Champions,5846.65,Premium,No,Low,No Action Needed,900.97
1642-HMARX,0.0904,Low Risk,68,91.7,6424.7,Champions,6424.7,Premium,No,Low,No Action Needed,580.79
3096-WPXBT,0.1739,Low Risk,61,100.7,6018.65,Champions,6018.65,Premium,No,Low,No Action Needed,1046.64
8434-PNQZX,0.0673,Low Risk,42,78.45,3373.4,Champions,2811.17,High Value,No,Low,No Action Needed,189.19
5950-AAAGJ,0.5759,Medium Risk,18,84.3,1537.9,At Risk,897.11,High Value,No,High,Loyalty Reward,516.65
4299-OPXEJ,0.091,Low Risk,56,19.55,1080.55,At Risk,540.28,Medium Value,No,Low,No Action Needed,49.17
4951-UKAAQ,0.9012,High Risk,4,88.95,355.2,At Risk,207.2,Medium Value,Yes,High,Discount Offer,186.73
9618-LFJRU,0.2682,Low Risk,4,20.45,82.85,Inactive,20.71,Low Value,No,Low,No Action Needed,5.55
6693-DJWTY,0.0909,Low Risk,35,55.6,2016.45,At Risk,1176.26,High Value,No,Low,No Action Needed,106.92
0744-GKNGE,0.154,Low Risk,64,86.8,5327.25,Champions,4439.38,Premium,No,Low,No Action Needed,683.66
6447-EGDIV,0.0553,Low Risk,31,20.95,683.25,Inactive,284.69,Medium Value,No,Low,No Action Needed,15.74
1167-OYZJF,0.015,Low Risk,67,20.05,1263.05,At Risk,631.52,Medium Value,No,Low,No Action Needed,9.47
2108-YKQTY,0.5406,Medium Risk,4,50.7,151.3,Inactive,63.04,Low Value,Yes,Medium,SMS Reminder,34.08
