customerID,tenure,MonthlyCharges,TotalCharges,RFM_Score,Segment,CLV_Enhanced,CLV_Tier,Churn
5906-BFOZT,1,19.5,19.5,3,Inactive,4.88,Low Value,No
2960-NKRSO,24,85.95,2107.15,8,Loyal Customers,1404.77,High Value,No
8996-ZROXE,57,53.5,3035.8,8,Loyal Customers,2023.87,High Value,No
5598-IKHQQ,72,25.45,1866.45,7,At Risk,1088.76,High Value,No
0397-ZXWQF,67,20.5,1430.95,6,At Risk,715.48,Medium Value,No
5266-PFRQK,52,20.85,1071.6,5,Inactive,446.5,Medium Value,No
4674-HGNUA,71,89.9,6457.15,12,Champions,6457.15,Premium,No
6765-MBQNU,26,26.0,684.05,5,Inactive,285.02,Medium Value,No
9786-IJYDL,35,113.2,3914.05,11,Champions,3587.88,Premium,No
1303-SRDOK,55,69.05,3842.6,6,At Risk,1921.3,High Value,No
3769-MHZNV,33,20.1,670.35,5,Inactive,279.31,Medium Value,No
6295-OSINB,72,109.65,7880.25,12,Champions,7880.25,Premium,No
3308-MHOOC,1,19.2,19.2,3,Inactive,4.8,Low Value,No
2309-OSFEU,10,33.9,298.45,4,Inactive,99.48,Low Value,Yes
2207-QPJED,37,90.0,3371.75,10,Champions,2809.79,High Value,No
4177-JPDFU,12,34.0,442.45,5,Inactive,184.35,Medium Value,No
2239-CFOUJ,1,20.4,20.4,3,Inactive,5.1,Low Value,No
8046-DNVTL,62,38.6,2345.55,8,Loyal Customers,1563.7,High Value,No
2209-XADXF,1,25.25,25.25,3,Inactive,6.31,Low Value,No
6620-JDYNW,18,60.6,1156.35,7,At Risk,674.54,Medium Value,No
1891-FZYSA,69,89.95,6143.15,11,Champions,5631.22,Premium,Yes
4770-UEZOX,2,74.75,144.8,6,At Risk,72.4,Low Value,No
1038-RQOST,19,20.6,414.95,4,Inactive,138.32,Low Value,No
7613-LLQFO,12,84.45,1059.55,7,At Risk,618.07,Medium Value,Yes
4568-TTZRT,9,20.4,181.8,3,Inactive,45.45,Low Value,No
9513-DXHDA,27,81.7,2212.55,9,Loyal Customers,1659.41,High Value,No
2640-PMGFL,27,79.5,2180.55,7,At Risk,1271.99,High Value,Yes
3801-HMYNL,1,89.15,89.15,6,At Risk,44.58,Low Value,Yes
0516-QREYC,24,20.3,459.95,4,Inactive,153.32,Low Value,No
9685-WKZGT,14,74.95,1036.75,7,At Risk,604.77,Medium Value,Yes
6022-UGGSO,32,74.4,2276.95,8,Loyal Customers,1517.97,High Value,Yes
8084-OIVBS,11,20.0,211.95,4,Inactive,70.65,Low Value,No
8896-BQTTI,1,25.0,25.0,4,Inactive,8.33,Low Value,No
3865-QBWSJ,38,80.45,3162.65,8,Loyal Customers,2108.43,High Value,No
3352-RICWQ,9,19.75,210.65,3,Inactive,52.66,Low Value,No
2160-GPFXD,54,65.65,3566.7,8,Loyal Customers,2377.8,High Value,No
2065-MMKGR,29,71.0,2080.1,8,Loyal Customers,1386.73,High Value,No
5857-TYBCJ,44,89.2,4040.2,9,Loyal Customers,3030.15,Premium,No
1498-NHTLT,59,86.75,5186.0,11,Champions,4753.83,Premium,No
4484-CGXFK,3,55.3,196.15,5,Inactive,81.73,Low Value,Yes
1402-PTHGN,18,61.5,1087.45,7,At Risk,634.35,Medium Value,No
4176-RELJR,67,25.1,1672.15,7,At Risk,975.42,High Value,No
6214-EDAKZ,22,55.15,1206.05,6,At Risk,603.02,Medium Value,Yes
5199-FPUSP,33,34.05,1113.95,6,At Risk,556.98,Medium Value,No
6377-KSLXC,5,19.95,107.05,3,Inactive,26.76,Low Value,No
1796-JANOW,2,19.95,38.15,3,Inactive,9.54,Low Value,No
0238-WHBIQ,72,89.7,6339.3,11,Champions,5811.02,Premium,No
8735-NBLWT,9,20.4,184.1,3,Inactive,46.02,Low Value,No
6651-RLGGM,67,26.3,1688.9,7,At Risk,985.19,High Value,No
6127-ISGTU,16,84.95,1378.25,7,At Risk,803.98,Medium Value,Yes
1614-JBEBI,8,20.7,137.6,3,Inactive,34.4,Low Value,No
8740-XLHDR,5,43.25,219.0,6,At Risk,109.5,Low Value,Yes
1208-DNHLN,23,48.35,1067.15,6,At Risk,533.58,Medium Value,Yes
1761-AEZZR,1,79.55,79.55,6,At Risk,39.78,Low Value,Yes
3923-CSIHK,50,71.05,3444.85,7,At Risk,2009.5,High Value,Yes
5696-EXCYS,17,19.45,369.05,4,Inactive,123.02,Low Value,No
5795-KTGUD,68,110.8,7553.6,12,Champions,7553.6,Premium,No
7120-RFMVS,1,84.5,84.5,6,At Risk,42.25,Low Value,Yes
7924-GJZFI,25,69.3,1813.1,5,Inactive,755.46,Medium Value,No
4702-HDRKD,67,49.35,3321.35,9,Loyal Customers,2491.01,High Value,No
8512-WIWYV,32,20.35,707.5,5,Inactive,294.79,Medium Value,No
5897-ZYEKH,67,105.6,7112.15,12,Champions,7112.15,Premium,No
5456-ITGIC,72,64.45,4641.1,10,Champions,3867.58,Premium,No
7317-GGVPB,71,108.6,7690.9,12,Champions,7690.9,Premium,Yes
1406-PUQVY,1,49.9,49.9,5,Inactive,20.79,Low Value,No
1322-AGOQM,46,30.3,1380.1,5,Inactive,575.04,Medium Value,Yes
3677-IYRBF,2,30.4,78.65,3,Inactive,19.66,Low Value,Yes
5692-FPTAH,1,45.4,45.4,4,Inactive,15.13,Low Value,Yes
9114-AAFQH,48,65.65,3094.65,8,Loyal Customers,2063.1,High Value,No
8715-KKTFG,61,103.3,6518.35,12,Champions,6518.35,Premium,No
1550-LOAHA,32,84.15,2585.95,8,Loyal Customers,1723.97,High Value,Yes
1728-BQDMA,2,44.45,82.7,4,Inactive,27.57,Low Value,No
0268-QKIWO,3,19.75,58.85,3,Inactive,14.71,Low Value,Yes
0876-WDUUZ,5,85.4,425.9,6,At Risk,212.95,Medium Value,Yes
5117-ZSMHQ,71,89.9,6342.7,12,Champions,6342.7,Premium,No
5151-HQRDG,37,55.05,2030.75,7,At Risk,1184.6,High Value,No
0960-HUWBM,65,104.1,6700.05,12,Champions,6700.05,Premium,No
6465-GSRCL,67,106.6,7244.7,12,Champions,7244.7,Premium,No
0617-FHSGK,49,75.2,3678.3,8,Loyal Customers,2452.2,High Value,Yes
0263-FJTQO,50,70.5,3486.65,9,Loyal Customers,2614.99,High Value,No
7319-ZNRTR,25,19.6,411.15,4,Inactive,137.05,Low Value,No
2858-MOFSQ,17,55.85,937.5,6,At Risk,468.75,Medium Value,Yes
7503-EPSZW,64,24.05,1559.15,7,At Risk,909.5,High Value,No
7089-XXAYG,25,38.1,970.4,6,At Risk,485.2,Medium Value,No
8118-LSUEL,23,106.4,2483.5,10,Champions,2069.58,High Value,Yes
8070-AAWZP,24,34.25,828.2,5,Inactive,345.08,Medium Value,No
1666-JXLKU,37,100.05,3810.55,10,Champions,3175.46,Premium,No
7855-DIWPO,21,68.65,1493.2,5,Inactive,622.17,Medium Value,No
5133-POWUA,1,45.8,45.8,4,Inactive,15.27,Low Value,No
5652-MSDEY,10,75.75,777.3,7,At Risk,453.42,Medium Value,No
7005-CCBKV,6,84.4,556.35,6,At Risk,278.18,Medium Value,Yes
1810-BOHSY,51,96.4,4911.05,10,Champions,4092.54,Premium,No
1784-BXEFA,10,20.55,187.35,4,Inactive,62.45,Low Value,No
7351-MHQVU,6,50.95,307.6,6,At Risk,153.8,Low Value,No
9224-VTYID,47,90.5,4318.35,11,Champions,3958.49,Premium,No
9500-IWPXQ,61,79.4,4820.55,11,Champions,4418.84,Premium,No
5762-TJXGK,52,58.75,3038.55,8,Loyal Customers,2025.7,High Value,No
4504-YOULA,35,59.45,2136.9,8,Loyal Customers,1424.6,High Value,No
5569-IDSEY,71,105.7,7472.15,12,Champions,7472.15,Premium,No
4250-FDVOU,6,56.25,389.1,5,Inactive,162.13,Medium Value,Yes
7284-ZZLOH,45,53.3,2296.25,7,At Risk,1339.48,High Value,No
5277-ZLOOR,2,85.55,187.45,6,At Risk,93.72,Low Value,Yes
2141-RRYGO,4,68.65,261.25,6,At Risk,130.62,Low Value,Yes
1777-JYQPJ,2,24.3,38.45,3,Inactive,9.61,Low Value,No
6376-GAHQE,4,77.85,299.2,6,At Risk,149.6,Low Value,Yes
3401-URHDA,51,59.9,3043.6,8,Loyal Customers,2029.07,High Value,No
1599-EAHXY,60,23.95,1506.4,7,At Risk,878.73,High Value,No
8631-XVRZL,9,20.15,163.7,3,Inactive,40.92,Low Value,No
5052-PNLOS,3,105.35,323.25,9,Loyal Customers,242.44,Medium Value,Yes
3853-LYGAM,17,95.65,1640.0,9,Loyal Customers,1230.0,High Value,No
6979-ZNSFF,8,87.05,762.1,6,At Risk,381.05,Medium Value,Yes
5751-USDBL,46,81.0,3846.35,10,Champions,3205.29,Premium,No
5680-LQOGP,68,82.45,5646.6,11,Champions,5176.05,Premium,No
2386-LAHRK,1,53.5,53.5,5,Inactive,22.29,Low Value,Yes
8189-DUKMV,4,20.5,79.05,3,Inactive,19.76,Low Value,No
6032-IGALN,1,25.1,25.1,3,Inactive,6.28,Low Value,Yes
9931-DCEZH,28,54.4,1516.6,6,At Risk,758.3,Medium Value,No
1898-JSNDC,39,58.6,2224.5,7,At Risk,1297.62,High Value,No
0315-LVCRK,11,84.8,888.75,7,At Risk,518.44,Medium Value,No
3911-RSNHI,71,61.4,4310.35,9,Loyal Customers,3232.76,Premium,No
2410-CIYFZ,2,20.4,42.9,3,Inactive,10.72,Low Value,No
4248-HCETZ,30,79.65,2365.15,8,Loyal Customers,1576.77,High Value,Yes
5505-OVWQW,17,20.15,353.65,4,Inactive,117.88,Low Value,No
7271-AJDTL,55,94.45,5073.1,10,Champions,4227.58,Premium,No
1867-TJHTS,58,79.8,4526.85,9,Loyal Customers,3395.14,Premium,No
0516-WJVXC,5,54.2,308.25,5,Inactive,128.44,Low Value,Yes
9174-FKWZE,1,19.45,19.45,3,Inactive,4.86,Low Value,Yes
6860-YRJZP,9,74.05,678.45,6,At Risk,339.22,Medium Value,No
4429-WYGFR,26,49.15,1237.3,6,At Risk,618.65,Medium Value,No
2817-LVCPP,50,19.4,1023.95,5,Inactive,426.65,Medium Value,No
5038-ETMLM,72,113.65,8182.75,12,Champions,8182.75,Premium,No
5056-FIMPT,43,106.0,4532.3,11,Champions,4154.61,Premium,No
4521-WFJAI,56,25.95,1444.05,7,At Risk,842.36,High Value,No
6569-KTMDU,1,19.1,19.1,3,Inactive,4.78,Low Value,No
8809-RIHDD,72,103.4,7372.65,12,Champions,7372.65,Premium,Yes
8809-XKHMD,72,100.55,7325.1,12,Champions,7325.1,Premium,No
0396-YCHWO,36,95.4,3474.2,10,Champions,2895.17,High Value,No
0867-LDTTC,5,75.15,392.65,7,At Risk,229.05,Medium Value,No
4822-NGOCH,13,84.45,1058.6,8,Loyal Customers,705.73,Medium Value,Yes
9391-DXGGG,44,89.15,3990.75,9,Loyal Customers,2993.06,High Value,No
9844-FELAJ,70,107.9,7475.85,12,Champions,7475.85,Premium,No
2122-SZZZD,44,19.5,835.5,5,Inactive,348.12,Medium Value,No
5307-DZCVC,32,85.95,2628.6,8,Loyal Customers,1752.4,High Value,Yes
3148-AOIQT,69,24.95,1718.35,7,At Risk,1002.37,High Value,No
8679-JOEVF,16,59.4,1023.9,6,At Risk,511.95,Medium Value,Yes
8395-ETZKQ,68,19.5,1193.55,6,At Risk,596.78,Medium Value,No
6692-YQHXC,16,69.95,1205.5,5,Inactive,502.29,Medium Value,No
3889-VWBID,68,82.85,5776.45,11,Champions,5295.08,Premium,No
5222-JCXZT,4,19.0,78.9,3,Inactive,19.73,Low Value,No
9754-CLVZW,26,38.85,1025.15,6,At Risk,512.58,Medium Value,No
1432-FPAXX,29,30.6,856.35,4,Inactive,285.45,Medium Value,Yes
2739-CCZMB,5,20.35,122.0,3,Inactive,30.5,Low Value,No
7080-TNUWP,70,95.0,6602.9,11,Champions,6052.66,Premium,No
0496-AHOOK,24,74.4,1712.9,8,Loyal Customers,1141.93,High Value,No
8336-TAVKX,72,78.45,5682.25,11,Champions,5208.73,Premium,No
2468-SJFLM,1,74.3,74.3,6,At Risk,37.15,Low Value,No
3181-VTHOE,70,51.05,3635.15,9,Loyal Customers,2726.36,High Value,No
7168-HDQHG,36,19.2,702.9,5,Inactive,292.88,Medium Value,No
4803-AXVYP,38,99.55,3734.25,10,Champions,3111.88,Premium,Yes
3884-HCSWG,17,70.0,1144.5,5,Inactive,476.88,Medium Value,Yes
4567-AKPIA,41,109.1,4454.25,11,Champions,4083.06,Premium,No
5077-DXTCG,1,45.3,45.3,4,Inactive,15.1,Low Value,Yes
1142-WACZW,2,29.85,75.6,3,Inactive,18.9,Low Value,Yes
7901-HXJVA,14,76.45,1117.55,7,At Risk,651.9,Medium Value,No
5649-ANRML,2,95.1,180.25,8,Loyal Customers,120.17,Low Value,Yes
4892-VLANZ,1,19.8,19.8,3,Inactive,4.95,Low Value,Yes
5924-IFQTT,13,72.8,930.05,9,Loyal Customers,697.54,Medium Value,No
7968-QUXNS,6,18.95,110.15,3,Inactive,27.54,Low Value,No
2919-HBCJO,4,76.65,333.6,6,At Risk,166.8,Medium Value,Yes
4236-XPXAV,5,99.15,465.05,8,Loyal Customers,310.03,Medium Value,Yes
8903-WMRNW,15,101.75,1669.4,9,Loyal Customers,1252.05,High Value,No
2452-SNHFZ,47,75.45,3545.1,8,Loyal Customers,2363.4,High Value,No
3629-WEAAM,8,64.1,504.05,6,At Risk,252.02,Medium Value,No
6029-CSMJE,17,25.65,440.2,4,Inactive,146.73,Low Value,No
7993-NQLJE,15,75.1,1151.55,7,At Risk,671.74,Medium Value,No
9909-DFRJA,26,95.85,2475.35,9,Loyal Customers,1856.51,High Value,No
9099-FTUHS,23,54.4,1249.25,6,At Risk,624.62,Medium Value,No
0581-BXBUB,4,72.75,317.75,6,At Risk,158.88,Low Value,No
4962-CHQPW,29,19.85,535.05,4,Inactive,178.35,Medium Value,No
9467-ROOLM,25,19.05,461.3,4,Inactive,153.77,Low Value,No
3030-YZADT,9,44.95,431.0,4,Inactive,143.67,Low Value,Yes
7410-KTVFV,18,49.55,878.35,6,At Risk,439.18,Medium Value,Yes
5150-ITWWB,3,94.85,335.75,8,Loyal Customers,223.83,Medium Value,No
2253-KPMNB,69,46.25,3121.4,9,Loyal Customers,2341.05,High Value,No
1345-ZUKID,14,19.35,324.8,4,Inactive,108.27,Low Value,No
6429-SHBCB,19,69.6,1394.55,7,At Risk,813.49,High Value,No
9281-OFDMF,39,90.7,3413.25,10,Champions,2844.38,High Value,No
2603-HVKCG,31,101.4,3143.65,10,Champions,2619.71,High Value,No
1834-WULEG,24,20.25,439.75,4,Inactive,146.58,Low Value,No
9097-ZUBYC,14,48.8,664.4,6,At Risk,332.2,Medium Value,No
5148-ORICT,64,74.35,4759.55,11,Champions,4362.92,Premium,No
4893-GYUJU,50,19.35,1033.0,5,Inactive,430.42,Medium Value,No
4578-PHJYZ,52,68.75,3482.85,8,Loyal Customers,2321.9,High Value,No
7272-QDCKA,28,100.2,2688.45,9,Loyal Customers,2016.34,High Value,No
8908-SLFCJ,21,20.85,435.25,4,Inactive,145.08,Low Value,No
8393-DLHGA,25,95.9,2448.75,9,Loyal Customers,1836.56,High Value,Yes
9766-HGEDE,17,19.35,307.0,4,Inactive,102.33,Low Value,No
6968-MHOMU,58,45.0,2689.35,8,Loyal Customers,1792.9,High Value,No
7395-IGJOS,17,81.5,1329.2,7,At Risk,775.37,Medium Value,Yes
5044-XDPYX,51,25.5,1281.25,6,At Risk,640.62,Medium Value,No
1814-WFGVS,72,48.9,3527.0,9,Loyal Customers,2645.25,High Value,No
2834-SPCJV,52,84.1,4348.65,8,Loyal Customers,2899.1,High Value,Yes
3721-WKIIL,27,19.6,561.15,4,Inactive,187.05,Medium Value,No
6734-CKRSM,3,20.0,63.6,3,Inactive,15.9,Low Value,No
1265-ZFOSD,64,81.3,5129.3,11,Champions,4701.86,Premium,No
6568-POCUI,45,95.2,4285.8,10,Champions,3571.5,Premium,No
7890-VYYWG,3,36.45,93.7,4,Inactive,31.23,Low Value,Yes
5197-LQXXH,71,83.3,5894.5,11,Champions,5403.29,Premium,No
9907-SWKKF,1,25.05,25.05,3,Inactive,6.26,Low Value,Yes
3457-PQBYH,58,20.3,1160.75,6,At Risk,580.38,Medium Value,No
7682-AZNDK,34,89.85,3091.75,9,Loyal Customers,2318.81,High Value,No
0587-DMGBH,8,49.85,365.55,5,Inactive,152.31,Low Value,Yes
5384-ZTTWP,15,19.8,272.95,4,Inactive,90.98,Low Value,No
3745-HRPHI,66,54.65,3632.0,9,Loyal Customers,2724.0,High Value,No
7636-OWBPG,12,29.35,381.2,4,Inactive,127.07,Low Value,No
1231-YNDEK,58,19.15,1035.5,6,At Risk,517.75,Medium Value,No
1407-DIGZV,3,19.1,52.0,3,Inactive,13.0,Low Value,No
6397-JNZZG,43,55.55,2342.2,8,Loyal Customers,1561.47,High Value,Yes
0570-BFQHT,9,80.55,653.9,6,At Risk,326.95,Medium Value,No
4393-OBCRR,3,20.25,71.2,3,Inactive,17.8,Low Value,No
3523-QRQLL,22,69.5,1498.2,7,At Risk,873.95,High Value,Yes
8564-LDKFL,40,106.0,4178.65,11,Champions,3830.43,Premium,No
3696-DFHHB,68,25.5,1821.8,7,At Risk,1062.72,High Value,No
0895-DQHEW,54,104.3,5278.15,11,Champions,4838.3,Premium,Yes
4717-GHADL,50,79.6,4024.2,10,Champions,3353.5,Premium,No
5501-TVMGM,1,55.25,55.25,5,Inactive,23.02,Low Value,No
5879-HMFFH,72,88.05,6520.8,11,Champions,5977.4,Premium,No
6772-WFQRD,40,20.4,854.9,5,Inactive,356.21,Medium Value,No
3810-DVDQQ,72,117.6,8308.9,12,Champions,8308.9,Premium,No
6972-SNKKW,6,20.0,109.2,3,Inactive,27.3,Low Value,No
3694-GLTJM,5,19.65,92.05,3,Inactive,23.01,Low Value,No
8550-XSXUQ,48,70.55,3420.5,9,Loyal Customers,2565.38,High Value,No
8149-RSOUN,1,93.85,93.85,8,Loyal Customers,62.57,Low Value,Yes
9055-MOJJJ,64,65.8,4068.0,9,Loyal Customers,3051.0,Premium,No
4359-INNWN,17,20.05,337.9,4,Inactive,112.63,Low Value,No
0585-EGDDA,40,80.0,3168.75,8,Loyal Customers,2112.5,High Value,No
4032-RMHCI,41,35.4,1412.4,6,At Risk,706.2,Medium Value,No
0549-CYCQN,51,79.6,3974.7,8,Loyal Customers,2649.8,High Value,No
3481-JHUZH,41,80.25,3439.0,8,Loyal Customers,2292.67,High Value,No
7250-EQKIY,1,50.45,50.45,5,Inactive,21.02,Low Value,Yes
3594-IVHJZ,2,20.45,42.45,3,Inactive,10.61,Low Value,No
6869-FGJJC,68,79.6,5461.45,9,Loyal Customers,4096.09,Premium,No
3896-ZVNET,24,24.7,571.75,5,Inactive,238.23,Medium Value,No
8205-VSLRB,70,77.3,5498.2,11,Champions,5040.02,Premium,No
5960-MVTUK,3,29.75,96.85,3,Inactive,24.21,Low Value,No
6817-WTYHE,2,44.9,111.05,4,Inactive,37.02,Low Value,No
3082-VQXNH,3,29.8,94.4,3,Inactive,23.6,Low Value,No
4013-UBXWQ,7,74.65,521.1,7,At Risk,303.98,Medium Value,Yes
4931-TRZWN,13,71.95,923.85,8,Loyal Customers,615.9,Medium Value,No
0750-EKNGL,7,20.75,141.1,3,Inactive,35.28,Low Value,No
7669-LCRSD,12,56.3,628.65,6,At Risk,314.32,Medium Value,No
3567-PQTSO,53,105.25,5576.3,11,Champions,5111.61,Premium,No
5519-NPHVG,12,94.2,1046.1,9,Loyal Customers,784.58,Medium Value,Yes
8043-PNYSD,63,19.55,1245.6,6,At Risk,622.8,Medium Value,No
9938-EKRGF,15,84.45,1287.85,9,Loyal Customers,965.89,High Value,No
2703-AMTUL,36,53.65,1939.35,7,At Risk,1131.29,High Value,No
0928-JMXNP,4,29.9,118.25,3,Inactive,29.56,Low Value,No
8173-RXAYP,24,19.7,452.55,4,Inactive,150.85,Low Value,No
4825-XJGDM,61,43.7,2696.55,9,Loyal Customers,2022.41,High Value,No
5402-HTOTQ,16,55.3,875.35,6,At Risk,437.68,Medium Value,No
6734-JDTTV,65,19.85,1267.05,6,At Risk,633.52,Medium Value,No
7850-THJMU,26,19.65,494.9,4,Inactive,164.97,Medium Value,No
3890-RTCMS,16,49.45,799.0,6,At Risk,399.5,Medium Value,No
8849-GYOKR,54,106.55,5763.3,11,Champions,5283.02,Premium,Yes
3148-BLQJT,1,20.1,20.1,3,Inactive,5.03,Low Value,Yes
3717-FDJFU,5,20.45,106.9,3,Inactive,26.72,Low Value,No
3665-JATSN,19,39.7,710.05,6,At Risk,355.02,Medium Value,No
7966-YOTQW,10,54.5,568.2,6,At Risk,284.1,Medium Value,No
0461-CVKMU,23,83.8,1900.25,8,Loyal Customers,1266.83,High Value,Yes
8806-EAGWC,3,55.15,159.15,5,Inactive,66.31,Low Value,Yes
8853-TZDGH,72,111.6,8012.75,12,Champions,8012.75,Premium,No
7779-LGOVN,10,86.65,856.65,7,At Risk,499.71,Medium Value,Yes
4324-BZCKL,10,55.55,551.3,6,At Risk,275.65,Medium Value,No
6924-TDGMT,11,20.55,184.95,4,Inactive,61.65,Low Value,No
9710-ZUSHQ,37,106.75,4056.75,11,Champions,3718.69,Premium,Yes
1536-YHDOE,17,62.1,1096.65,7,At Risk,639.71,Medium Value,No
8123-QBNAZ,36,104.5,3684.95,11,Champions,3377.87,Premium,No
3629-ZNKXA,17,101.8,1752.45,9,Loyal Customers,1314.34,High Value,No
4827-LTQRJ,66,110.6,7210.85,12,Champions,7210.85,Premium,No
7711-YIJWC,61,84.9,5264.5,11,Champions,4825.79,Premium,No
5482-VXSXJ,22,93.2,2157.3,9,Loyal Customers,1617.98,High Value,No
7365-BVCJH,1,24.4,24.4,3,Inactive,6.1,Low Value,No
9620-ENEJV,6,70.55,433.95,5,Inactive,180.81,Medium Value,No
4183-WCSEP,31,78.45,2435.15,8,Loyal Customers,1623.43,High Value,Yes
2378-YIZKA,68,85.0,5607.75,11,Champions,5140.44,Premium,No
5498-TXHLF,34,87.45,2874.15,9,Loyal Customers,2155.61,High Value,Yes
0689-DSXGL,52,85.8,4433.3,9,Loyal Customers,3324.98,Premium,No
6818-DJXAA,10,91.1,964.35,9,Loyal Customers,723.26,Medium Value,No
9722-UJOJR,29,70.75,1974.8,6,At Risk,987.4,High Value,Yes
0464-WJTKO,72,20.1,1460.85,6,At Risk,730.42,Medium Value,No
8902-ZEOVF,47,20.05,951.55,5,Inactive,396.48,Medium Value,No
6778-EICRF,24,74.8,1821.2,8,Loyal Customers,1214.13,High Value,No
2662-NNTDK,65,24.8,1600.95,7,At Risk,933.89,High Value,No
4132-KALRO,4,100.85,399.25,8,Loyal Customers,266.17,Medium Value,No
3902-FOIGH,12,101.35,1218.55,9,Loyal Customers,913.91,High Value,Yes
6772-KSATR,1,81.7,81.7,6,At Risk,40.85,Low Value,Yes
7112-OPOTK,33,68.25,2171.15,6,At Risk,1085.58,High Value,Yes
2874-YXVVA,34,105.1,3634.8,11,Champions,3331.9,Premium,No
1245-HARPS,14,20.4,292.4,4,Inactive,97.47,Low Value,No
4210-QFJMF,4,79.15,317.25,6,At Risk,158.62,Low Value,Yes
4323-ELYYB,13,20.0,218.55,4,Inactive,72.85,Low Value,No
4293-ETKAP,65,79.4,5071.9,11,Champions,4649.24,Premium,No
6064-PUPMC,23,57.2,1423.35,6,At Risk,711.68,Medium Value,No
6504-VBLFL,55,58.6,3068.6,8,Loyal Customers,2045.73,High Value,No
6322-PJJDJ,49,94.8,4690.65,10,Champions,3908.88,Premium,No
0330-BGYZE,60,102.5,6157.6,12,Champions,6157.6,Premium,No
1085-LDWAM,69,20.35,1442.65,6,At Risk,721.32,Medium Value,No
7586-ZATGZ,40,84.9,3369.05,8,Loyal Customers,2246.03,High Value,No
7197-VOJMM,67,69.2,4671.65,9,Loyal Customers,3503.74,Premium,No
3318-OSATS,35,95.45,3474.05,10,Champions,2895.04,High Value,Yes
5828-AVIPD,19,100.95,1875.55,9,Loyal Customers,1406.66,High Value,Yes
1843-TLSGD,13,20.85,272.35,4,Inactive,90.78,Low Value,No
9626-VFRGG,41,88.5,3645.05,9,Loyal Customers,2733.79,High Value,No
7075-BNDVQ,4,35.0,135.75,4,Inactive,45.25,Low Value,No
9143-CANJF,24,55.15,1319.85,6,At Risk,659.92,Medium Value,No
7284-BUYEC,5,50.95,229.4,5,Inactive,95.58,Low Value,No
2041-JIJCI,5,64.0,370.25,6,At Risk,185.12,Medium Value,No
1086-LXKFY,1,69.1,69.1,4,Inactive,23.03,Low Value,Yes
4900-MSOMT,72,80.2,5714.2,11,Champions,5238.02,Premium,No
2229-VWQJH,24,49.3,1233.25,6,At Risk,616.62,Medium Value,No
9194-GFVOI,42,84.35,3571.6,10,Champions,2976.33,High Value,No
1336-EZFZY,4,20.05,83.3,3,Inactive,20.82,Low Value,No
4282-MSACW,68,117.2,8035.95,12,Champions,8035.95,Premium,No
1403-LKLIK,33,20.1,579.4,5,Inactive,241.42,Medium Value,No
2636-ALXXZ,1,69.6,69.6,4,Inactive,23.2,Low Value,Yes
7774-OJSXI,31,103.45,3066.45,11,Champions,2810.91,High Value,Yes
7786-WBJYI,4,77.95,305.55,6,At Risk,152.78,Low Value,Yes
0136-IFMYD,69,109.95,7634.25,12,Champions,7634.25,Premium,No
5144-TVGLP,38,94.75,3653.0,10,Champions,3044.17,Premium,No
9643-AVVWI,3,80.0,241.3,6,At Risk,120.65,Low Value,No
0253-ZTEOB,48,79.65,3870.3,10,Champions,3225.25,Premium,No
2706-QZIHY,15,25.2,387.9,5,Inactive,161.62,Low Value,No
6061-PQHMK,25,19.9,527.5,4,Inactive,175.83,Medium Value,No
9885-CSMWE,1,78.45,78.45,6,At Risk,39.22,Low Value,Yes
6137-MFAJN,48,44.8,2104.55,7,At Risk,1227.65,High Value,No
9122-UMROB,1,20.3,20.3,3,Inactive,5.08,Low Value,No
4232-JGKIY,1,19.2,19.2,3,Inactive,4.8,Low Value,No
2402-TAIRZ,37,80.05,3019.1,8,Loyal Customers,2012.73,High Value,No
9659-ZTWSM,66,107.35,7051.95,12,Champions,7051.95,Premium,No
9139-TWBAS,26,47.85,1190.5,7,At Risk,694.46,Medium Value,No
6685-GBWJZ,63,70.8,4448.8,10,Champions,3707.33,Premium,No
5016-ETTFF,10,29.5,255.25,4,Inactive,85.08,Low Value,Yes
3866-MDTUB,2,70.75,146.9,7,At Risk,85.69,Low Value,Yes
2195-VVRJF,18,59.1,1011.05,6,At Risk,505.52,Medium Value,No
3913-RDSJZ,64,25.55,1714.95,7,At Risk,1000.39,High Value,No
8058-JMEQO,9,84.45,762.5,6,At Risk,381.25,Medium Value,Yes
4203-QGNZA,28,20.25,535.35,4,Inactive,178.45,Medium Value,No
5043-TRZWM,1,75.55,75.55,6,At Risk,37.78,Low Value,No
0697-ZMSWS,4,85.65,338.9,6,At Risk,169.45,Medium Value,Yes
7657-DYEPJ,38,70.15,2497.35,8,Loyal Customers,1664.9,High Value,Yes
9494-BDNNC,66,95.3,6273.4,11,Champions,5750.62,Premium,No
1640-PLFMP,1,70.25,70.25,4,Inactive,23.42,Low Value,No
5366-OBVMR,18,50.3,908.75,6,At Risk,454.38,Medium Value,No
8276-MQBYC,51,97.8,4913.3,10,Champions,4094.42,Premium,Yes
7593-XFKDI,1,46.3,46.3,4,Inactive,15.43,Low Value,Yes
4573-JKNAE,12,19.35,212.3,4,Inactive,70.77,Low Value,No
0337-CNPZE,41,106.3,4443.45,11,Champions,4073.16,Premium,Yes
9817-APLHW,12,25.0,316.2,5,Inactive,131.75,Low Value,No
8380-MQINP,55,20.3,1079.05,5,Inactive,449.6,Medium Value,No
